Time,Az_SM,Fs_L1,Fs_L2,Fs_R1,Fs_R2,Pitch,Roll,Vz_SM,Xo,Yaw,Yo
         10.6, -0.0810873582959, 6898.41748047, 3144.65649414, 8658.28613281, 3818.90820312, 0.122835941613, 0.937317550182, -0.00409010890871, 77.5715103149, 8.14118480682, 0.786008179188
       10.625, 0.00267099309713, 6908.38769531, 3128.15649414, 8644.04003906,  3843.8918457, 0.120788373053, 0.921336829662, -0.00289185810834, 77.9127502441, 8.55425643921, 0.845855772495
        10.65, -0.0512878000736,  6926.9609375, 3156.23217773, 8621.00878906, 3817.67236328, 0.11911021173, 0.898114740849, -0.00224532815628,  78.253692627, 8.95785903931, 0.907584607601
       10.675, 0.0873440802097, 6949.04199219, 3184.62792969, 8594.24609375, 3791.40063477, 0.117817170918, 0.870169818401, -0.00190408236813, 78.5943450928, 9.34887695312, 0.971098601818
         10.7, 0.0250897910446, 6973.03955078, 3225.57226562, 8564.72558594, 3756.79101562, 0.116682492197, 0.836871266365, 0.00706574646756, 78.9347305298,   9.725066185, 1.03625953197
       10.725, 0.19287493825,    6996.21875, 3223.96850586, 8534.70996094, 3762.30395508, 0.115656629205, 0.801231265068, 0.000592009921093, 79.2748718262,  10.083735466, 1.10296273232
        10.75, -0.0345533192158, 7024.93408203, 3218.38916016, 8498.61523438, 3769.22924805, 0.114282913506, 0.760127961636, 0.00971854664385, 79.6147994995,    10.4234972, 1.17103290558
       10.775, 0.0511369928718, 7033.55566406, 3202.97412109, 8455.24316406, 3774.98364258, 0.112878039479, 0.716480731964, 0.0137580307201,  79.954536438, 10.7419605255, 1.24035131931
         10.8, -0.0868917182088, 6985.15234375, 3232.11791992, 8401.86132812,  3736.0065918, 0.109655603766, 0.676087081432, 0.0316456183791, 80.2941131592, 11.0375738144, 1.31084096432
       10.825, -0.105920746922, 7008.01220703, 3258.55883789, 8342.93066406, 3696.03051758, 0.104569554329, 0.642156660557, 0.0503965318203, 80.6335449219, 11.3081979752, 1.38237512112
        10.85, -0.00677340943366, 7009.50292969, 3290.82958984, 8278.31054688, 3660.57641602, 0.0969349145889, 0.609818994999, 0.066288150847, 80.9729003906, 11.5516452789, 1.45469081402
       10.875, 0.0955276489258, 6988.22998047, 3280.50439453, 8208.95703125, 3660.39990234, 0.0891836360097, 0.575818896294, 0.0591650530696, 81.3121871948, 11.7654848099, 1.52754759789
         10.9, 0.245780929923,  6976.3203125, 3266.07617188, 8130.81445312, 3659.72729492, 0.0817521736026, 0.534721434116, 0.0547130815685, 81.6514511108,  11.948925972, 1.60070705414
       10.925, -0.527199566364,  6980.5546875, 3247.08813477, 8046.69238281, 3659.65869141, 0.0755179896951, 0.486025214195, 0.0275040064007, 81.9907226562, 12.1010856628, 1.67399382591
        10.95, -0.574459671974, 6999.19775391, 3262.17578125, 7963.22802734, 3631.69165039, 0.068439245224, 0.43494451046, 0.0145219909027,  82.330039978,  12.221906662, 1.74730694294
