Time,Fs_L1,Fs_R1,Fs_L2,Fs_R2,Roll,Pitch,Yaw,Xo,Yo,Vz_SM,Az_SM,Ay_SM,Vx,Jnc_L1,Jnc_L2,Jnc_R1,Jnc_R2,JncR_L1,JncR_L2,JncR_R1,JncR_R2
        3.425, 8.7862969167e-07, 3137.23291016, 7520.25585938, 7529.63476562, 0.214489594102, 0.480659872293, 47.4044418335, -2.25304229389e-05, -0.0072739967145, 50.0158691406, -5.78832805331e-05, 3.42499995232, 0.00437740236521, -0.133609265089, -1.44714152813, 0.344953656197, -1.34171819687, 3142.40917969, 0.0973340943456, -0.109408155084, 0.0789248347282
         3.45, 7.37866400868e-07, 3137.08349609, 7520.49023438, 7529.82519531, 0.214600846171, 0.477329224348, 47.7517776489, -2.18338955165e-05, -0.00733001623303,  50.016872406, -5.80209125474e-05, 3.45000004768, 0.00435814168304, -0.132859602571, -1.44472205639, 0.342224359512, -1.33975541592, 3142.23461914, 0.0962919741869, -0.108893916011, 0.0780509337783
        3.475, 8.40418977077e-07, 3136.93481445, 7520.72265625, 7530.01318359, 0.214711293578, 0.474016577005, 48.0991172791, -2.11520346056e-05, -0.00738582853228,  50.017829895, -5.78767285333e-05, 3.47499990463, 0.0043387953192, -0.132148042321, -1.44232428074, 0.339510411024, -1.33781576157,  3142.0612793, 0.0955490469933, -0.10820478946, 0.0771405771375
          3.5, 1.04414664293e-06, 3136.78735352, 7520.95361328, 7530.19921875, 0.214820861816, 0.470722556114, 48.4464645386, -2.03217859962e-05, -0.00744147226214, 50.0187339783, -5.76065031055e-05,           3.5, 0.00431941496208, -0.131352111697, -1.43994534016, 0.336814582348, -1.33589804173, 3141.88891602, 0.0947401598096, -0.107457332313, 0.076269119978
        3.525, 1.23437678212e-06,   3136.640625, 7521.18164062,  7530.3828125, 0.214929431677,  0.4674500525, 48.7938194275, -1.93138494069e-05, -0.0074969525449, 50.0195884705, -5.73055331188e-05, 3.52500009537, 0.00430013192818, -0.130426213145, -1.43758893013, 0.334137648344, -1.33400261402, 3141.71777344, 0.0937338098884, -0.106695994735, 0.075355604291
         3.55, 1.38786788284e-06, 3136.49511719, 7521.40771484, 7530.56445312, 0.215036928654, 0.464202284813, 49.1411819458, -1.81536615855e-05, -0.00755225960165, 50.0203971863, -5.7017798099e-05, 3.54999995232, 0.00428106030449, -0.129376590252, -1.43525993824, 0.331479877234, -1.33213078976, 3141.54785156, 0.0925615131855, -0.105922460556, 0.0743875429034
        3.575, 1.4966423123e-06, 3136.35083008, 7521.63037109, 7530.74316406, 0.215143248439, 0.460982054472, 49.4885444641, -1.6877114831e-05, -0.00760738318786, 50.0211601257, -5.67548886465e-05, 3.57500004768, 0.00426227552816, -0.128226965666, -1.43296194077, 0.328841716051, -1.33028364182, 3141.37939453, 0.0912653878331, -0.105125166476, 0.0733677595854
          3.6, 1.55588395501e-06, 3136.20751953, 7521.84960938, 7530.91992188, 0.215248346329, 0.457791566849, 49.8359146118, -1.55264297064e-05, -0.00766231445596, 50.0218734741, -5.65137743251e-05, 3.59999990463, 0.00424381438643, -0.126999631524, -1.4306974411, 0.326223939657, -1.32846283913, 3141.21240234, 0.0898788869381, -0.104290142655, 0.072292752564
        3.625, 1.57116642185e-06, 3136.06567383, 7522.06591797,    7531.09375, 0.215352147818, 0.454632610083, 50.1832923889, -1.41436230479e-05, -0.00771704921499, 50.0225410461, -5.62873174204e-05,         3.625, 0.00422568712384, -0.125708431005, -1.42846846581, 0.323627620935, -1.32666945457, 3141.04711914, 0.0884298235178, -0.103405386209, 0.0711639299989
         3.65, 1.518409249e-06, 3135.92480469, 7522.27832031, 7531.26464844, 0.215454593301, 0.451506644487,  50.530670166, -1.27648463604e-05, -0.00777158467099, 50.0231628418, -5.55628248549e-05, 3.65000009537, 0.00420789187774, -0.124352909625, -1.42627620697, 0.321054130793, -1.32490503788, 3140.88354492, 0.0870016291738, -0.102469943464, 0.0700015872717
        3.675, 1.31749470711e-06, 3135.78540039, 7522.48730469, 7531.43310547, 0.215555638075, 0.448416352272, 50.8780555725, -1.1501490917e-05, -0.00782579742372, 50.0237426758, -5.50960357941e-05, 3.67499995232, 0.00419064983726, -0.122847214341, -1.42411637306, 0.318503677845, -1.32316613197, 3140.72192383, 0.0856991186738, -0.101570039988, 0.0691987276077
          3.7, 1.01692876342e-06, 3135.64746094, 7522.69287109, 7531.59960938, 0.215655297041, 0.445364773273, 51.2254447937, -1.04667369669e-05, -0.0078796390444, 50.0242805481, -5.54834296054e-05, 3.70000004768, 0.00417397450656, -0.121293894947, -1.42199575901, 0.315976053476, -1.32144796848, 3140.56225586, 0.0839378237724, -0.100607715547, 0.0681473389268
        3.725, 8.6204084937e-07, 3135.51098633, 7522.89453125, 7531.76318359, 0.215753570199, 0.442350715399, 51.5728340149, -9.65921935858e-06, -0.00793325342238,  50.024772644, -5.55055412406e-05, 3.72499990463, 0.00415745843202, -0.119840882719, -1.41991686821, 0.313475102186, -1.31976127625, 3140.40454102, 0.0824444368482, -0.0994387790561, 0.0667858496308
         3.75, 9.46742773067e-07, 3135.37597656, 7523.09277344, 7531.92333984, 0.215850442648, 0.439372688532, 51.9202308655, -8.87214991963e-06, -0.00798671320081,  50.025226593, -5.53329737158e-05,          3.75, 0.00414099358022, -0.118392832577, -1.41787147522, 0.311005055904, -1.3181078434, 3140.24853516, 0.0811889395118, -0.0981564000249, 0.065513856709
        3.775, 1.09668462756e-06, 3135.24291992, 7523.28759766, 7532.08056641, 0.215945824981, 0.436431795359, 52.2676277161, -7.97049051471e-06, -0.00804004166275, 50.0256347656, -5.50828008272e-05, 3.77500009537, 0.00412465352565, -0.116862952709, -1.41585826874, 0.308567523956, -1.31648540497, 3140.09472656, 0.0798466429114, -0.0968440249562, 0.0642762705684
          3.8, 1.23006861941e-06, 3135.11181641, 7523.47949219, 7532.23486328, 0.216039672494, 0.433530420065, 52.6150283813, -6.9417501436e-06, -0.00809324067086,  50.026008606, -5.48223470105e-05, 3.79999995232, 0.00410854676738, -0.115229152143, -1.41388046741, 0.30616286397, -1.31489431858, 3139.94311523, 0.0783516466618, -0.09552641958, 0.0630055367947
        3.825, 1.3335429685e-06, 3134.98217773, 7523.66699219, 7532.38574219, 0.216131895781, 0.430671066046, 52.9624290466, -5.8078821894e-06, -0.00814630277455, 50.0263442993, -5.45794209756e-05, 3.82500004768, 0.00409275945276, -0.113505080342, -1.41194164753, 0.303791254759, -1.3133354187, 3139.79345703, 0.0767418071628, -0.0942019149661, 0.061701901257
         3.85, 1.39759936246e-06, 3134.85473633, 7523.85107422, 7532.53369141, 0.216222465038, 0.427855730057, 53.3098373413, -4.59939838038e-06, -0.00819921959192,  50.026638031, -5.43590867892e-05, 3.84999990463, 0.0040773418732, -0.111713893712, -1.41004407406, 0.30145290494, -1.31180942059, 3139.64624023, 0.0750512778759, -0.0928617268801, 0.0603665746748
        3.875, 1.41798716413e-06, 3134.72900391, 7524.03076172, 7532.67822266, 0.216311320662, 0.425085783005, 53.6572418213, -3.35376307703e-06, -0.00825198832899, 50.0268974304, -5.41571280337e-05,         3.875, 0.0040623145178, -0.109874688089, -1.40818953514, 0.299148380756, -1.31031727791,  3139.5012207, 0.073307454586, -0.0914959087968, 0.0589971318841
          3.9, 1.4013243117e-06, 3134.60522461, 7524.20605469, 7532.81933594, 0.216398432851, 0.422362297773,  54.004650116, -2.10728103411e-06, -0.00830460526049, 50.0271224976, -5.39673746971e-05, 3.90000009537, 0.00404767878354, -0.107998259366, -1.40637898445, 0.296878397465, -1.30885982513, 3139.35888672, 0.0715331435204, -0.090096116066, 0.057597193867
        3.925, 1.3596898043e-06, 3134.48339844, 7524.37695312, 7532.95751953, 0.216483771801, 0.41968613863, 54.3520622253, -8.87452813458e-07, -0.00835707131773, 50.0273094177, -5.37848718523e-05, 3.92499995232, 0.00403342675418, -0.106088906527, -1.40461289883, 0.294643908739, -1.30743765831,    3139.21875, 0.0697445347905, -0.088657297194, 0.0561747923493
         3.95, 1.30426894884e-06, 3134.36376953, 7524.54345703, 7533.09179688, 0.216567322612, 0.417058110237, 54.6994743347, 2.88841590645e-07, -0.00840938836336, 50.0274658203, -5.36066800123e-05, 3.95000004768, 0.00401954865083, -0.104148089886, -1.4028917551, 0.292445868254, -1.30605125427, 3139.08129883, 0.0679520070553, -0.0871782824397, 0.0547388084233
        3.975, 1.24244832023e-06, 3134.24609375, 7524.70605469, 7533.22265625, 0.216649055481, 0.414478987455, 55.0468864441, 1.41300120049e-06, -0.00846156105399, 50.0275878906, -5.34315149707e-05, 3.97499990463, 0.00400603655726, -0.102177061141, -1.40121531487, 0.290285289288, -1.30470073223, 3138.94628906, 0.0661619976163, -0.0856612175703, 0.0532972589135
            4, 1.0143852478e-06, 3134.13061523, 7524.86425781, 7533.35009766, 0.216728955507, 0.411950021982, 55.3942985535, 2.41696375269e-06, -0.00851353537291, 50.0276794434, -5.26506664755e-05,             4, 0.00399298639968, -0.100124321878, -1.39957988262, 0.288162529469, -1.30338382721, 3138.81396484, 0.064687423408, -0.0841657072306, 0.0521879866719
        4.025, 6.99024496953e-07, 3134.01708984, 7525.01855469, 7533.47509766, 0.216807067394, 0.409473270178, 55.7417144775, 3.18401134791e-06, -0.00856523774564, 50.0277366638, -5.29394128534e-05, 4.02500009537, 0.00398050574586, -0.0980229452252, -1.39798569679, 0.286076933146, -1.30209326744, 3138.68432617, 0.0627858936787, -0.0826667100191, 0.0509527809918
         4.05, 4.76966988572e-07, 3133.90576172, 7525.16845703, 7533.59667969, 0.216883420944, 0.407048135996, 56.0891265869, 3.68099995285e-06, -0.00861677061766, 50.0277671814, -5.29619865119e-05, 4.05000019073, 0.00396830774844, -0.0960014536977, -1.3964394331, 0.28403031826, -1.30083847046, 3138.55737305, 0.0609885156155, -0.0810421705246, 0.0494327582419
        4.075, 5.28621228568e-07, 3133.79663086, 7525.31445312, 7533.71435547, 0.216958031058, 0.404672980309,  56.436542511, 4.11026394431e-06, -0.00866819173098, 50.0277671814, -5.28393175045e-05, 4.07499980927, 0.00395628670231, -0.0940094590187, -1.39493370056, 0.282025486231, -1.29962027073, 3138.43310547, 0.0594876930118, -0.0793393105268, 0.0480519495904
          4.1, 6.76319189097e-07, 3133.68994141, 7525.45654297, 7533.82958984, 0.217030867934, 0.40234798193, 56.7839546204, 4.64071035822e-06, -0.00871952343732, 50.0277404785, -5.26559233549e-05, 4.09999990463, 0.00394447892904, -0.0919804424047, -1.39346516132, 0.280063480139, -1.2984354496, 3138.31152344, 0.057972650975, -0.0776193514466, 0.0467260591686
        4.125, 8.16189583475e-07, 3133.58569336, 7525.59472656, 7533.94091797, 0.217101871967, 0.400074422359, 57.1313705444, 5.30097486262e-06, -0.00877076853067, 50.0276870728, -5.24622555531e-05,         4.125, 0.00393295520917, -0.0898936465383, -1.39203608036, 0.278144478798, -1.29728424549, 3138.19262695, 0.0563416220248, -0.0759036839008, 0.0453667677939
         4.15, 9.29820942019e-07, 3133.48364258, 7525.72900391, 7534.04882812, 0.217171013355, 0.397853702307, 57.4787826538, 6.07381389273e-06, -0.00882192514837, 50.0276069641, -5.22805312357e-05, 4.15000009537, 0.003921774216, -0.0877583622932, -1.39064884186, 0.27626824379, -1.29616737366, 3138.07641602, 0.0546232312918, -0.0741948112845, 0.043976161629
        4.175, 1.00550300886e-06,  3133.3840332,   7525.859375, 7534.15380859, 0.217238247395, 0.395686775446, 57.8261947632, 6.93112588124e-06, -0.00887298956513, 50.0275001526, -5.21158253832e-05, 4.17500019073, 0.00391097040847, -0.0855932757258, -1.38930535316, 0.274434685707, -1.29508566856, 3137.96289062, 0.0528479814529, -0.0724900960922, 0.0425620637834
          4.2, 1.03555930764e-06, 3133.28662109, 7525.98486328, 7534.25488281, 0.217303574085, 0.393574148417, 58.1736068726, 7.83521227277e-06, -0.008923958987, 50.0273704529, -5.19657987752e-05, 4.19999980927, 0.00390055659227, -0.0834141895175, -1.38800668716, 0.272643744946, -1.29403948784, 3137.85229492, 0.0510387867689, -0.0707846879959, 0.0411263480783
        4.225, 1.02469277863e-06, 3133.19165039, 7526.10644531, 7534.35302734, 0.217366978526, 0.391516089439, 58.5210189819, 8.74702618603e-06, -0.00897483434528,  50.027217865, -5.18262640981e-05, 4.22499990463, 0.00389053160325, -0.0812297463417, -1.38675355911, 0.270895510912, -1.29302942753, 3137.74462891, 0.0492161773145, -0.0690729916096, 0.0396751128137
         4.25, 9.8512657587e-07, 3133.09912109, 7526.22314453, 7534.44726562, 0.217428460717, 0.389512687922, 58.8684272766, 9.63559250522e-06, -0.00902561750263, 50.0270423889, -5.16936561326e-05,          4.25, 0.00388088705949, -0.079042814672, -1.3855458498, 0.269190192223, -1.29205584526, 3137.63989258, 0.0473961979151, -0.0673505291343, 0.0382177941501
        4.275, 9.29172472297e-07,  3133.0090332,  7526.3359375, 7534.53808594, 0.217488005757, 0.387563973665, 59.2158355713, 1.04812088466e-05, -0.00907631032169, 50.0268440247, -5.15657447977e-05, 4.27500009537, 0.0038716122508, -0.0768540501595, -1.38438355923, 0.267528086901, -1.29111850262,  3137.5378418, 0.045589979738, -0.0656155347824, 0.0367639362812
          4.3, 8.65321965193e-07, 3132.92114258, 7526.44384766, 7534.62548828, 0.217545628548, 0.385670006275,  59.563243866, 1.12734933282e-05, -0.00912691559643, 50.0266304016, -5.14415005455e-05, 4.30000019073, 0.00386269716546, -0.0746643543243, -1.38326621056, 0.26590949297, -1.29021751881, 3137.43847656, 0.0438049510121, -0.0638692304492, 0.0353217981756
        4.325, 7.98010376002e-07, 3132.83569336, 7526.54785156, 7534.70898438, 0.217601343989, 0.383830755949, 59.9106483459, 1.20076811072e-05, -0.00917743705213, 50.0263900757, -5.13206468895e-05, 4.32499980927, 0.00385413412005, -0.072475515306, -1.38219320774, 0.26433467865, -1.28935229778, 3137.34228516, 0.0420458130538, -0.0621147975326, 0.0338977314532
         4.35, 7.2945312013e-07, 3132.75268555, 7526.64746094, 7534.78955078, 0.217655152082, 0.382046192884, 60.2580528259, 1.26817758428e-05, -0.00922787934542,  50.026134491, -5.12032747793e-05, 4.34999990463, 0.00384591636248, -0.0702896788716, -1.38116371632, 0.262803792953, -1.28852236271,  3137.2487793, 0.0403151139617, -0.0603558719158, 0.0324959121644
        4.375, 6.61553258396e-07, 3132.67211914, 7526.74267578, 7534.86621094, 0.217707082629, 0.380316227674, 60.6054573059, 1.32954965011e-05, -0.00927824433893, 50.0258636475, -5.10895770276e-05,         4.375, 0.00383803853765, -0.0681086108088, -1.38017714024, 0.261316925287, -1.28772723675, 3137.15820312, 0.0386138297617, -0.0585954040289, 0.031118536368
          4.4, 5.96610334469e-07, 3132.59399414, 7526.83447266, 7534.93994141, 0.217757150531, 0.378640711308, 60.9528579712, 1.38504146889e-05, -0.00932853668928, 50.0255737305, -5.09797209816e-05, 4.40000009537, 0.00383049622178, -0.0659335330129, -1.37923276424, 0.259874016047, -1.28696632385, 3137.07055664, 0.0369418673217, -0.0568353943527, 0.0297662746161
        4.425, 5.36865456979e-07, 3132.51831055,   7526.921875, 7535.01074219, 0.217805370688, 0.377019494772, 61.3002548218, 1.43501638377e-05, -0.00937875919044,   50.02526474, -5.08737939526e-05, 4.42500019073, 0.00382328545675, -0.0637654811144, -1.37832987309, 0.258475124836, -1.28623878956,  3136.9855957, 0.0352985225618, -0.0550772808492, 0.0284388288856
         4.45, 4.83713336052e-07, 3132.44482422, 7527.00537109, 7535.07763672, 0.217851772904, 0.375452369452, 61.6476516724, 1.4800032659e-05, -0.0094289155677, 50.0249443054, -5.07718177687e-05, 4.44999980927, 0.00381640251726, -0.0616056732833, -1.37746763229, 0.257120132446, -1.28554415703, 3136.90332031, 0.0336827896535, -0.0533224418759, 0.0271353479475
        4.475, 4.37337320136e-07,  3132.3737793, 7527.08496094, 7535.14208984, 0.217896342278, 0.37393912673, 61.9950447083, 1.52060083565e-05, -0.00947901047766, 50.0246086121, -5.06737633259e-05, 4.47499990463, 0.00380984321237, -0.059455730021, -1.37664544582, 0.255808949471, -1.28488183022, 3136.82397461, 0.0320935733616, -0.0515724755824, 0.0258547402918
          4.5, 3.96959592308e-07, 3132.30541992, 7527.16064453,   7535.203125, 0.217939138412, 0.372479498386, 62.3424339294, 1.55737798195e-05, -0.00952904578298, 50.0242576599, -5.05795833305e-05,           4.5, 0.00380360404961, -0.0573175176978, -1.37586271763, 0.254541456699, -1.28425121307, 3136.74755859, 0.0305298231542, -0.0498291477561, 0.0245958678424
        4.525, 3.61412077154e-07, 3132.23901367, 7527.23242188, 7535.26123047, 0.217980146408, 0.371073126793, 62.6898231506, 1.59081337188e-05, -0.0095790270716, 50.0238952637, -5.0489208661e-05, 4.52500009537, 0.00379768083803, -0.0551929436624, -1.37511873245, 0.253317445517, -1.28365182877, 3136.67382812, 0.0289906077087, -0.0480941906571, 0.0233576688915
         4.55, 1.36060464229e-07, 3132.17529297, 7527.30126953, 7535.31640625, 0.218019410968, 0.369719535112, 63.0372123718, 1.61200005095e-05, -0.00962897296995, 50.0235214233, -5.04896561324e-05, 4.55000019073, 0.00379203865305, -0.0530991218984, -1.3744083643, 0.252136796713, -1.28307831287,  3136.6027832, 0.0278757829219, -0.0463566333055, 0.022519249469
        4.575, -1.71321559606e-07, 3132.11376953, 7527.36669922, 7535.36962891, 0.218056991696, 0.368418008089, 63.3845939636, 1.61090720212e-05, -0.00967889279127, 50.0231361389, -5.03254195792e-05, 4.57499980927, 0.00378667470068, -0.0510222278535, -1.37372982502, 0.250999480486, -1.28253090382, 3136.53466797, 0.0263454895467, -0.0446353964508, 0.0212317127734
          4.6, -2.97637939184e-07,  3132.0546875, 7527.42871094, 7535.41943359, 0.218092948198, 0.367168426514, 63.7319755554, 1.58776983881e-05, -0.00972876977175, 50.0227394104, -5.02167240484e-05, 4.59999990463, 0.00378163997084, -0.0489445477724, -1.3730905056, 0.249904721975, -1.28201556206, 3136.46899414, 0.0248446483165, -0.0429500304163, 0.02004878968
        4.625, -1.71955335304e-07, 3131.99780273, 7527.48730469, 7535.46679688, 0.218127325177, 0.365970700979, 64.0793533325, 1.56598161993e-05, -0.00977859739214, 50.0223350525, -5.01380964124e-05,         4.625, 0.00377694005147, -0.0468782298267, -1.37248575687, 0.248851835728, -1.28152656555,    3136.40625, 0.0235492158681, -0.0412831194699, 0.0190814379603
         4.65, 1.02851549499e-08, 3131.94311523, 7527.54296875, 7535.51171875, 0.218160092831, 0.364824354649, 64.4267272949, 1.55889047164e-05, -0.00982837937772, 50.0219192505, -5.007294385e-05, 4.65000009537, 0.00377255771309, -0.0448315739632, -1.37191307545, 0.247840538621, -1.28106164932, 3136.34594727, 0.022260369733, -0.0396202616394, 0.0180968940258
        4.675, 1.71526238546e-07, 3131.89086914, 7527.59521484, 7535.55419922, 0.218191251159, 0.363728910685, 64.7741012573, 1.56712885655e-05, -0.00987811759114, 50.0214996338, -5.00122150697e-05, 4.67500019073, 0.00376847316511, -0.0428076647222, -1.37137317657, 0.246870800853, -1.28062236309, 3136.28857422, 0.0209188759327, -0.0379597879946, 0.0170383863151
          4.7, 2.99271960102e-07, 3131.84082031, 7527.64404297, 7535.59423828, 0.218220770359, 0.362683743238, 65.1214752197, 1.58819511853e-05, -0.00992781948298,  50.021068573, -4.99524612678e-05, 4.69999980927, 0.00376466964372, -0.0408107750118, -1.37086737156, 0.245942473412, -1.28021013737, 3136.23364258, 0.0195454657078, -0.0363090261817, 0.0159324835986
        4.725, 3.81981777764e-07, 3131.79296875, 7527.68945312, 7535.63134766, 0.218248665333, 0.361688137054, 65.4688415527, 1.61862753885e-05, -0.00997748784721, 50.0206298828, -4.98932640767e-05, 4.72499990463, 0.00376113597304, -0.0388452187181, -1.37039613724, 0.245055198669, -1.27982592583, 3136.18139648, 0.0181555021554, -0.034676939249, 0.0147992735729
         4.75, 4.15218323724e-07, 3131.74731445, 7527.73193359, 7535.66601562, 0.21827493608, 0.360741227865, 65.8162002563, 1.65415895026e-05, -0.0100271292031, 50.0201873779, -4.98353692819e-05,          4.75, 0.00375786516815, -0.0369124524295, -1.36995959282, 0.244208425283, -1.27947032452,  3136.1315918, 0.0167600195855, -0.0330688841641, 0.0136538073421
        4.775, 4.06928478469e-07, 3131.70385742, 7527.77050781, 7535.69775391, 0.218299612403, 0.35984224081, 66.1635665894, 1.69069953699e-05, -0.0100767472759, 50.0197410583, -4.97796718264e-05, 4.77500009537, 0.00375485257246, -0.0350109115243, -1.36955797672, 0.243401542306, -1.27914321423, 3136.08422852, 0.0153719400987, -0.031485658139, 0.01251138933
          4.8, 3.70736046307e-07, 3131.66259766, 7527.80615234,  7535.7265625, 0.218322694302, 0.358990430832, 66.5109176636, 1.72517393366e-05, -0.0101263448596, 50.0192871094, -4.97268483741e-05, 4.80000019073, 0.00375209422782, -0.0331380590796, -1.36919093132, 0.242633953691, -1.27884459496, 3136.03955078, 0.0140035375953, -0.0299256835133, 0.0113851111382
        4.825, 3.19012428918e-07, 3131.62353516, 7527.83837891, 7535.75244141, 0.21834422648, 0.358185112476, 66.8582763672, 1.75569130079e-05, -0.0101759256795, 50.0188293457, -4.9677262723e-05, 4.82499980927, 0.00374958640896, -0.0312924981117, -1.36885762215, 0.241905078292, -1.27857375145, 3135.99707031, 0.0126646794379, -0.0283876210451, 0.0102847758681
         4.85, 2.59903686128e-07, 3131.58642578, 7527.86767578, 7535.77636719, 0.21836425364, 0.357425570488, 67.2056274414, 1.78127356776e-05, -0.0102254925296, 50.0183677673, -4.96310349263e-05, 4.84999990463, 0.00374732469209, -0.0294747482985, -1.36855733395, 0.241214379668, -1.27833008766, 3135.95727539, 0.0113626867533, -0.0268716011196, 0.00921726413071
        4.875, 1.97734635776e-07, 3131.55126953, 7527.89355469, 7535.79736328, 0.218382775784, 0.356711119413, 67.5529708862, 1.80148144864e-05, -0.0102750500664, 50.0179023743, -4.95881540701e-05,         4.875, 0.00374530418776, -0.02768660523, -1.36828911304, 0.240561306477, -1.27811264992, 3135.91967773, 0.0101023744792, -0.025378908962, 0.00818686094135
          4.9, 1.35004086133e-07, 3131.51806641, 7527.91650391, 7535.81591797, 0.218399867415, 0.356040984392, 67.9003219604, 1.81616105692e-05, -0.0103246001527, 50.0174331665, -4.95485292049e-05, 4.90000009537, 0.00374352000654, -0.0259299725294, -1.36805188656, 0.239945232868, -1.27792036533, 3135.88427734, 0.0088862227276, -0.0239109601825, 0.00719557795674
        4.925, 7.4058966959e-08, 3131.48706055, 7527.93652344, 7535.83203125, 0.218415543437, 0.355414360762, 68.2476577759, 1.82536441571e-05, -0.010374144651, 50.0169677734, -4.95120693813e-05, 4.92500019073, 0.00374196632765, -0.0242060590535, -1.36784446239, 0.239365547895, -1.27775251865, 3135.85131836, 0.00771480659023, -0.0224685911089, 0.00624363636598
         4.95, 1.74851244594e-08, 3131.45800781, 7527.95361328, 7535.84619141, 0.218429848552, 0.354830414057, 68.5950012207, 1.82936237252e-05, -0.010423688218,  50.016494751, -4.94786872878e-05, 4.94999980927, 0.00374063709751, -0.0225153435022, -1.36766576767, 0.238821595907, -1.27760791779,  3135.8203125, 0.0065873558633, -0.0210520084947, 0.00533002056181
        4.975, -3.24930553575e-08, 3131.43066406, 7527.96826172, 7535.85791016, 0.218442827463, 0.354288309813, 68.9423370361, 1.828645145e-05, -0.0104732327163, 50.0160255432, -4.94482992508e-05, 4.97499990463, 0.00373952626251, -0.0208579879254, -1.3675147295, 0.238312736154, -1.27748572826, 3135.79174805, 0.00550228031352, -0.0196611955762, 0.0044529796578
            5, -7.4725519994e-08, 3131.40527344, 7527.98046875, 7535.86767578, 0.218454509974, 0.353787243366, 69.2896652222, 1.8238550183e-05, -0.0105227800086, 50.0155525208, -4.94208434247e-05,             5, 0.00373862776905, -0.0192342847586,  -1.367390275, 0.237838312984, -1.27738499641, 3135.76538086, 0.00445756595582, -0.0182963330299, 0.00361039862037
        5.025, -1.09326329323e-07, 3131.38183594, 7527.99023438, 7535.87548828, 0.218464925885, 0.353326320648, 69.6369934082, 1.81567920663e-05, -0.0105723328888,  50.015083313, -4.93962652399e-05, 5.02500009537, 0.00373793556355, -0.017644809559, -1.36729156971, 0.237397700548, -1.27730488777,  3135.7409668, 0.0034510451369, -0.0169579293579, 0.00280005019158
         5.05, -1.37290982138e-07, 3131.36010742, 7527.99707031, 7535.88134766, 0.218474119902, 0.352904707193, 69.9843215942, 1.80475144589e-05, -0.010621894151, 50.0146102905, -4.93745028507e-05, 5.05000019073, 0.00373744289391, -0.0160902962089, -1.36721742153, 0.236990198493, -1.27724468708, 3135.71850586, 0.00248057302088, -0.0156466830522, 0.00201975763775
        5.075, -1.598992867e-07, 3131.34008789, 7528.00195312, 7535.88525391, 0.218482136726, 0.352521508932, 70.3316421509, 1.79160142579e-05, -0.010671466589, 50.0141410828, -4.93554980494e-05, 5.07499980927, 0.00373714370653, -0.0145714133978, -1.36716723442, 0.236615136266, -1.27720367908, 3135.69824219, 0.00154415133875, -0.0143632609397, 0.00126751174685
          5.1, -1.78283983132e-07, 3131.32177734, 7528.00488281, 7535.88769531, 0.218488976359, 0.352175831795, 70.6789627075, 1.77664969669e-05, -0.0107210502028,  50.013671875, -4.93391926284e-05, 5.09999990463, 0.00373703171499, -0.0130886398256, -1.36713993549, 0.236271798611, -1.27718114853, 3135.67993164, 0.000640022510197, -0.0131081482396, 0.00054155982798
        5.125, -1.9319352873e-07, 3131.30541992, 7528.00537109, 7535.88818359, 0.218494698405, 0.351866781712, 71.0262756348, 1.76022986125e-05, -0.0107706487179, 50.0132064819, -4.9325524742e-05,         5.125, 0.00373710086569, -0.0116422669962, -1.3671349287, 0.235959485173, -1.27717638016, 3135.66333008, -0.000233308572206, -0.0118816643953, -0.000159558403539
         5.15, -2.03832911438e-07, 3131.29052734, 7528.00341797, 7535.88671875, 0.218499317765, 0.351593405008,  71.373588562, 1.74267916009e-05, -0.0108202639967, 50.0127449036, -4.93144398206e-05, 5.15000009537, 0.00373734440655, -0.010232469067, -1.36715137959, 0.235677480698, -1.27718889713, 3135.64868164, -0.00107889540959, -0.0106840441003, -0.000838485197164
        5.175, -2.10205726603e-07, 3131.27709961,          7528, 7535.88427734, 0.218502879143, 0.351354837418, 71.7208938599, 1.72437448782e-05, -0.0108698969707, 50.0122833252, -4.93058905704e-05, 5.17500019073, 0.00373775651678, -0.00885937549174, -1.36718869209, 0.235425040126, -1.27721810341, 3135.63598633, -0.00189762329683, -0.00951553042978, -0.00149626110215
          5.2, -2.12669348798e-07, 3131.26538086, 7527.99462891, 7535.87988281, 0.218505397439, 0.351150155067, 72.0681991577, 1.70569019247e-05, -0.0109195495024, 50.0118255615, -4.92998151458e-05, 5.19999980927, 0.00373833114281, -0.00752311106771, -1.36724603176, 0.235201448202, -1.27726352215,      3135.625, -0.00268927286379, -0.00837638508528, -0.00213275523856
        5.225, -2.13057319343e-07, 3131.25512695, 7527.98730469, 7535.87402344, 0.218506932259, 0.350978374481, 72.4155044556, 1.68689457496e-05, -0.0109692243859, 50.0113716125, -4.92961480631e-05, 5.22499990463, 0.0037390626967, -0.00622381921858, -1.36732292175, 0.23500597477, -1.27732467651, 3135.61572266, -0.00345528777689, -0.00726687489077, -0.0027492349036
         5.25, -2.13004994976e-07, 3131.24633789, 7527.97851562, 7535.86669922, 0.218507483602, 0.350838631392,  72.762802124, 1.66809368238e-05, -0.0110189234838, 50.0109214783, -4.9294798373e-05,          5.25, 0.003739944892, -0.00496164895594, -1.36741864681, 0.234837859869, -1.27740085125,  3135.6081543, -0.00419654231519, -0.00618723174557, -0.00334649858996
